sku,product_name,product_name_ar,price,processed_product_name,processed_product_name_ar,combined_master_name,master_dosage,master_form
1412,CORTIPLEX B6 PEDIATRIC 3 AMP.,كورتيبليكس ب 6 للاطفال 3 امبول,27.0,cortiplex b6 pediatric 3 ampoule,كورتيبليكس ب 6 للاطفال 3 ampoule,كورتيبليكس ب 6 للاطفال 3 امبول CORTIPLEX B6 PEDIATRIC 3 AMP.,,
483,LUSTRAL 50 MG 20 TAB,لوسترال 50 مجم 20 قرص,101.0,lustral 50 mg 20 tablet,لوسترال 50 mg 20 tablet,لوسترال 50 مجم 20 قرص LUSTRAL 50 MG 20 TAB,50MG,
487,PLEGICA 1% EYE DROPS 10 ML,بليجيكا 1 % قطرة عين 10 مل,27.0,plegica 1% eye drops 10 ml,بليجيكا 1 % drops عين 10 ml,بليجيكا 1 % قطرة عين 10 مل PLEGICA 1% EYE DROPS 10 ML,1%,DROPS
513,OTRIVIN PEDIATRIC 0.05% NASAL DROPS 15 ML,اوتريفين 0.05 % نقط أنف للأطفال 15 مل,24.0,otrivin pediatric 005% nasal drops 15 ml,اوتريفين 005 % نقط أنف للأطفال 15 ml,اوتريفين 0.05 % نقط أنف للأطفال 15 مل OTRIVIN PEDIATRIC 0.05% NASAL DROPS 15 ML,0.05%,DROPS
1452,L-CARNITINE PLUS 20 TAB,ال-كارنيتين بلس 20 قرص,116.0,lcarnitine plus 20 tablet,الكارنيتين بلس 20 tablet,ال-كارنيتين بلس 20 قرص L-CARNITINE PLUS 20 TAB,,
523,SINGULAIR 10 MG 14 TAB,سنجيولير 10 مجم 14 قرص,192.0,singulair 10 mg 14 tablet,سنجيولير 10 mg 14 tablet,سنجيولير 10 مجم 14 قرص SINGULAIR 10 MG 14 TAB,10MG,
1457,INDERAL 40 MG 50 TAB,إندرال 40 مجم 50 قرص,55.0,inderal 40 mg 50 tablet,إندرال 40 mg 50 tablet,إندرال 40 مجم 50 قرص INDERAL 40 MG 50 TAB,40MG,
526,AMRIZOLE TABS 500 MG 20,امريزول 500 مجم 20 قرص,25.0,amrizole tablet 500 mg 20,امريزول 500 mg 20 tablet,امريزول 500 مجم 20 قرص AMRIZOLE TABS 500 MG 20,500MG,
1466,MELOQUIN 4%CREAM 20 GM,ميلوكين 4 % كريم 20 جم,40.5,meloquin 4% cream 20 gm,ميلوكين 4 % cream 20 g,ميلوكين 4 % كريم 20 جم MELOQUIN 4%CREAM 20 GM,4%,CREAM
1469,SUGARLO PLUS 50 / 1000 MG 30 TAB,شوجارلو بلس 50/1000 مجم 30 قرص,136.5,sugarlo plus 50 1000 mg 30 tablet,شوجارلو بلس 501000 mg 30 tablet,شوجارلو بلس 50/1000 مجم 30 قرص SUGARLO PLUS 50 / 1000 MG 30 TAB,1000MG,
557,ZYRTEC 0.1%SYRUP 100 ML,زيرتيك 0.1% شراب 100 مل,32.5,zyrtec 01% syrup 100 ml,زيرتيك 01% syrup 100 ml,زيرتيك 0.1% شراب 100 مل ZYRTEC 0.1%SYRUP 100 ML,0.1%,SYRUP
565,NIZAPEX 2% SHAMPOO 80 ML,نيزابيكس شامبو 80 مل,68.0,nizapex 2% shampoo 80 ml,نيزابيكس شامبو 80 ml,نيزابيكس شامبو 80 مل NIZAPEX 2% SHAMPOO 80 ML,2%,
583,JUSPRIN 81 MG 60 TAB,جوسبرين 81 مجم 60 قرص,81.0,jusprin 81 mg 60 tablet,جوسبرين 81 mg 60 tablet,جوسبرين 81 مجم 60 قرص JUSPRIN 81 MG 60 TAB,81MG,
1525,BIONAL 30 CAP,بيونال 30 كبسولة,192.0,bional 30 capsule,بيونال 30 capsule,بيونال 30 كبسولة BIONAL 30 CAP,,
593,FLIXONASE 50 MCG/METERED NASAL SPRAY 120 DOSE,فليكسونيز بخاخة للانف 120 جرعة,90.0,flixonase 50 mcg metered nasal spray 120 dose,فليكسونيز بخاخة للانف 120 جرعة,فليكسونيز بخاخة للانف 120 جرعة FLIXONASE 50 MCG/METERED NASAL SPRAY 120 DOSE,50MCG,
1540,RUTA C 20 TAB,روتاسي-60 اقراص,19.0,ruta c 20 tablet,روتاسي60 tablet,روتاسي-60 اقراص RUTA C 20 TAB,,
1563,ALGESAL SURACTIVE CREAM 40 GM,الجزال كريم 40 جم,46.0,algesal suractive cream 40 gm,الجزال cream 40 g,الجزال كريم 40 جم ALGESAL SURACTIVE CREAM 40 GM,40G,CREAM
642,VASTAFLAM 50 MG 20 TAB,فاستافلام 50 مجم 20 قرص,36.0,vastaflam 50 mg 20 tablet,فاستافلام 50 mg 20 tablet,فاستافلام 50 مجم 20 قرص VASTAFLAM 50 MG 20 TAB,50MG,
645,GAPTIN 100 MG 30 CAP,جابتن 100 مجم 30 كبسولة,81.0,gaptin 100 mg 30 capsule,جابتن 100 mg 30 capsule,جابتن 100 مجم 30 كبسولة GAPTIN 100 MG 30 CAP,100MG,
666,L-CARNITINE 350 MG 20 CAP,ال-كارنيتين 20 كبسولة,72.0,lcarnitine 350 mg 20 capsule,الكارنيتين 20 capsule,ال-كارنيتين 20 كبسولة L-CARNITINE 350 MG 20 CAP,350MG,
668,ZITHROMAX 600 MG/15ML SUSP. 15 ML,زيثروماكس 600مجم/ 15مل شراب معلق,61.0,zithromax 600 mg 15ml suspension 15 ml,زيثروماكس 600مجم 15مل syrup suspension,زيثروماكس 600مجم/ 15مل شراب معلق ZITHROMAX 600 MG/15ML SUSP. 15 ML,600MG,
1601,FOLIC ACID MEPACO 500 Y 20 TAB,فوليك اسيد - ميباكو 500 مكجم 20 قرص,20.0,folic acid mepaco 500 y 20 tablet,فوليك اسيد ميباكو 500 مكجم 20 tablet,فوليك اسيد - ميباكو 500 مكجم 20 قرص FOLIC ACID MEPACO 500 Y 20 TAB,,
670,SWEETAL 50 SACHETS,سويتال 2 جم 50 كيس,85.0,sweetal 50 sachets,سويتال 2 g 50 كيس,سويتال 2 جم 50 كيس SWEETAL 50 SACHETS,,
1615,LEVOHISTAM 2.5 MG/5MLS YRUP 120 ML,ليفوهيستام 5مجم/10مل شراب 120 مل,39.0,levohistam 25 mg 5mls yrup 120 ml,ليفوهيستام 5مجم10مل syrup 120 ml,ليفوهيستام 5مجم/10مل شراب 120 مل LEVOHISTAM 2.5 MG/5MLS YRUP 120 ML,2.5MG,
692,DOLPHIN 12.5 MG 10 SUPP.,دولفين 12.5 مجم 10 أقماع,36.0,dolphin 125 mg 10 supp,دولفين 125 mg 10 أقماع,دولفين 12.5 مجم 10 أقماع DOLPHIN 12.5 MG 10 SUPP.,12.5MG,
1631,EFEMYO EYE DROP 10 ML,افيميو قطرة عين 10 مل,44.0,efemyo eye drops 10 ml,افيميو drops عين 10 ml,افيميو قطرة عين 10 مل EFEMYO EYE DROP 10 ML,10ML,
708,FLUREST -N 20 TAB,فلورست ان 20 قرص,20.0,flurest n 20 tablet,فلورست ان 20 tablet,فلورست ان 20 قرص FLUREST -N 20 TAB,,
1705,LASIX 40 MG 24 TAB,لاسيكس 24 قرص,20.0,lasix 40 mg 24 tablet,لاسيكس 24 tablet,لاسيكس 24 قرص LASIX 40 MG 24 TAB,40MG,
1720,TUSSISTOP 30 MG/5ML SYRUP 100 ML,توسيستوب شراب 100 مل,32.5,tussistop 30 mg 5ml syrup 100 ml,توسيستوب syrup 100 ml,توسيستوب شراب 100 مل TUSSISTOP 30 MG/5ML SYRUP 100 ML,30MG,SYRUP
788,RECOXIBRIGHT 60 MG 20 TAB,ريكوكسيبرايت 60 مجم 20 قرص,188.0,recoxibright 60 mg 20 tablet,ريكوكسيبرايت 60 mg 20 tablet,ريكوكسيبرايت 60 مجم 20 قرص RECOXIBRIGHT 60 MG 20 TAB,60MG,
1734,APEXIDONE 3 MG 30 TAB,ابيكسيدون 3 مجم 30 قرص,126.0,apexidone 3 mg 30 tablet,ابيكسيدون 3 mg 30 tablet,ابيكسيدون 3 مجم 30 قرص APEXIDONE 3 MG 30 TAB,3MG,
812,STERONATE 5 MG 20 TAB,ستيرونات 5 مجم 20 قرص,56.0,steronate 5 mg 20 tablet,ستيرونات 5 mg 20 tablet,ستيرونات 5 مجم 20 قرص STERONATE 5 MG 20 TAB,5MG,
814,FLIX 50 MCG/METERED NASAL SPRAY 20 ML,فليكس 50 مكجم/جرعة بخاخ للانف 16 جم,76.0,flix 50 mcg metered nasal spray 20 ml,فليكس 50 مكجمجرعة بخاخ للانف 16 g,فليكس 50 مكجم/جرعة بخاخ للانف 16 جم FLIX 50 MCG/METERED NASAL SPRAY 20 ML,50MCG,
1754,TUSSIVAN N SYRUP 125 ML,توسيفان-ان شراب 125 مل,34.0,tussivan n syrup 125 ml,توسيفانان syrup 125 ml,توسيفان-ان شراب 125 مل TUSSIVAN N SYRUP 125 ML,125ML,SYRUP
1771,ABIMOL 500 MG 20 TAB,ابيمول 500 مجم 20 قرص,13.0,abimol 500 mg 20 tablet,ابيمول 500 mg 20 tablet,ابيمول 500 مجم 20 قرص ABIMOL 500 MG 20 TAB,500MG,
845,DIAMICRON MR 30 MG 30 TAB,دياميكرون ام آر 30 مجم 30 قرص,60.0,diamicron mr 30 mg 30 tablet,دياميكرون ام آر 30 mg 30 tablet,دياميكرون ام آر 30 مجم 30 قرص DIAMICRON MR 30 MG 30 TAB,30MG,
867,GLIMEPIRIDE-PLUS 4 MG/30 30 TAB,جليميبرايد بلس 30/4 مجم 30 قرص,93.0,glimepirideplus 4 mg 30 30 tablet,جليميبرايد بلس 304 mg 30 tablet,جليميبرايد بلس 30/4 مجم 30 قرص GLIMEPIRIDE-PLUS 4 MG/30 30 TAB,4MG,
890,TWINZOL EYE DROPS 5 ML,توينزول قطرة للعين 5 مل,71.0,twinzol eye drops 5 ml,توينزول drops للعين 5 ml,توينزول قطرة للعين 5 مل TWINZOL EYE DROPS 5 ML,5ML,DROPS
1822,BRIMONIDINE 0.2% EYE DROPS 5 ML,بريمونيدين 0.2% قطرة عين 5 مل,44.5,brimonidine 02% eye drops 5 ml,بريمونيدين 02% drops عين 5 ml,بريمونيدين 0.2% قطرة عين 5 مل BRIMONIDINE 0.2% EYE DROPS 5 ML,0.2%,DROPS
900,ZYRTEC 10 MG/ML ORAL DROPS 10 ML,زيرتك 10مجم/مل نقط بالفم 10 مل,27.5,zyrtec 10 mg ml oral drops 10 ml,زيرتك 10مجم ml نقط بالفم 10 ml,زيرتك 10مجم/مل نقط بالفم 10 مل ZYRTEC 10 MG/ML ORAL DROPS 10 ML,10MG,DROPS
918,NANAZOXID 100 MG/5ML SUSP. 60 ML,نانازوكسيد 100مجم/5مل شراب معلق 60 مل,39.0,nanazoxid 100 mg 5ml suspension 60 ml,نانازوكسيد 100مجم5مل syrup suspension 60 ml,نانازوكسيد 100مجم/5مل شراب معلق 60 مل NANAZOXID 100 MG/5ML SUSP. 60 ML,100MG,
965,IVYPRONT SYRUP 120 ML,ايفيبرونت شراب 100 مل,45.0,ivypront syrup 120 ml,ايفيبرونت syrup 100 ml,ايفيبرونت شراب 100 مل IVYPRONT SYRUP 120 ML,120ML,SYRUP
977,ALKAPRESS 10 MG 30 TAB,الكابريس 10 مجم 30 قرص,78.0,alkapress 10 mg 30 tablet,الكابريس 10 mg 30 tablet,الكابريس 10 مجم 30 قرص ALKAPRESS 10 MG 30 TAB,10MG,
2016,APEXIDONE 4 MG 30 TAB,ابيكسيدون 4 مجم 30 قرص,126.0,apexidone 4 mg 30 tablet,ابيكسيدون 4 mg 30 tablet,ابيكسيدون 4 مجم 30 قرص APEXIDONE 4 MG 30 TAB,4MG,
1955,DIGEST EZE 20 CAP,دايجيست ايزى 20 كبسول,94.0,digest eze 20 capsule,دايجيست ايزى 20 كبسول,دايجيست ايزى 20 كبسول DIGEST EZE 20 CAP,,
2068,SYLVESTRE-1 20 CAP,سلفستر 1 20 كبسول,150.0,sylvestre1 20 capsule,سلفستر 1 20 كبسول,سلفستر 1 20 كبسول SYLVESTRE-1 20 CAP,,
2078,INCONT L.A 4 MG 30 TAB,انكونت ال ايه 4 مجم 30 قرص,91.5,incont la 4 mg 30 tablet,انكونت ال ايه 4 mg 30 tablet,انكونت ال ايه 4 مجم 30 قرص INCONT L.A 4 MG 30 TAB,4MG,
2132,COLLOMAK SOUTION 10 ML,كولوماك محلول موضعى 10 مل,18.0,collomak soution 10 ml,كولوماك solution موضعى 10 ml,كولوماك محلول موضعى 10 مل COLLOMAK SOUTION 10 ML,10ML,
2152,IPANTEN 100 MG 50 CAP,ايبانتين 100 مجم 50 كبسول,39.0,ipanten 100 mg 50 capsule,ايبانتين 100 mg 50 كبسول,ايبانتين 100 مجم 50 كبسول IPANTEN 100 MG 50 CAP,100MG,
3114,SALBOVENT SYRUP 120 ML,سالبوفنت 2 مجم /5 مل شراب 120 مل,16.5,salbovent syrup 120 ml,سالبوفنت 2 mg 5 ml syrup 120 ml,سالبوفنت 2 مجم /5 مل شراب 120 مل SALBOVENT SYRUP 120 ML,120ML,SYRUP
2226,APEXIDONE 1 MG 20 TAB,ابيكسيدون 1 مجم 20 قرص,54.0,apexidone 1 mg 20 tablet,ابيكسيدون 1 mg 20 tablet,ابيكسيدون 1 مجم 20 قرص APEXIDONE 1 MG 20 TAB,1MG,
2247,BETADERM 0.1% TOPICAL OINT. 15 GM,بيتاديرم 0.1% مرهم 15 جم,11.5,betaderm 01% topical oint 15 gm,بيتاديرم 01% ointment 15 g,بيتاديرم 0.1% مرهم 15 جم BETADERM 0.1% TOPICAL OINT. 15 GM,0.1%,
2250,TRITACE PROTECT 10 MG 20 TAB,تريتاس بروتكت 10 مجم 20 قرص,101.0,tritace protect 10 mg 20 tablet,تريتاس بروتكت 10 mg 20 tablet,تريتاس بروتكت 10 مجم 20 قرص TRITACE PROTECT 10 MG 20 TAB,10MG,
2279,GRIPE WATER BAMBIN SYRUP 120 ML,ماء غريب بامبينو شراب 120 مل,75.0,gripe water bambin syrup 120 ml,ماء غريب بامبينو syrup 120 ml,ماء غريب بامبينو شراب 120 مل GRIPE WATER BAMBIN SYRUP 120 ML,120ML,SYRUP
2321,TRIVASTAL RETARD 50 MG 30 TAB,تريفاستال ريتارد 50 مجم 30 قرص,47.5,trivastal retard 50 mg 30 tablet,تريفاستال ريتارد 50 mg 30 tablet,تريفاستال ريتارد 50 مجم 30 قرص TRIVASTAL RETARD 50 MG 30 TAB,50MG,
2346,ADAPALENE 0.1%GEL 30 GM,ادابالين 0.1% جيل 30 جم,34.0,adapalene 01% gel 30 gm,ادابالين 01% جيل 30 g,ادابالين 0.1% جيل 30 جم ADAPALENE 0.1%GEL 30 GM,0.1%,GEL
2350,ATORSTAT 20 MG 14 TAB,اتورستات 20 مجم 14 قرص,64.0,atorstat 20 mg 14 tablet,اتورستات 20 mg 14 tablet,اتورستات 20 مجم 14 قرص ATORSTAT 20 MG 14 TAB,20MG,
2375,MAREVAN 3 MG 100 TAB,ماريفان 3 مجم 100 قرص,36.0,marevan 3 mg 100 tablet,ماريفان 3 mg 100 tablet,ماريفان 3 مجم 100 قرص MAREVAN 3 MG 100 TAB,3MG,
3373,ALKAPRESS PLUS 10MG/160 MG 20 TAB,الكابريس بلس 10/160مجم 14 قرص,76.0,alkapress plus 10mg160 mg 20 tablet,الكابريس بلس 10160مجم 14 tablet,الكابريس بلس 10/160مجم 14 قرص ALKAPRESS PLUS 10MG/160 MG 20 TAB,10MG,
2482,APEXIDONE 1MG/ML SYRUP 100 ML,ابيكسيدون 1مجم/مل شراب 100 مل,60.0,apexidone 1mg ml syrup 100 ml,ابيكسيدون 1مجم ml syrup 100 ml,ابيكسيدون 1مجم/مل شراب 100 مل APEXIDONE 1MG/ML SYRUP 100 ML,1MG,SYRUP
2506,REMOWAX EAR DROPS 15 ML,ريموواكس نقط للاذن 15 مل,24.0,remowax ear drops 15 ml,ريموواكس نقط للاذن 15 ml,ريموواكس نقط للاذن 15 مل REMOWAX EAR DROPS 15 ML,15ML,DROPS
3475,REGCOR 10 MG 10 TAB,رجكور 10 مجم 10 قرص,16.0,regcor 10 mg 10 tablet,رجكور 10 mg 10 tablet,رجكور 10 مجم 10 قرص REGCOR 10 MG 10 TAB,10MG,
3480,MAXICAL-D SUSP. 120 ML,ماكسيكال دي شراب 120 مل,48.0,maxicald suspension 120 ml,ماكسيكال دي syrup 120 ml,ماكسيكال دي شراب 120 مل MAXICAL-D SUSP. 120 ML,120ML,
3634,DIET SWEET 20 MG 100 SOLUBLE TAB,دايت سويت 100 قرص,34.0,diet sweet 20 mg 100 soluble tablet,دايت سويت 100 tablet,دايت سويت 100 قرص DIET SWEET 20 MG 100 SOLUBLE TAB,20MG,
2737,PETRO 30 TAB,بترو 30 قرص,69.0,petro 30 tablet,بترو 30 tablet,بترو 30 قرص PETRO 30 TAB,,
3680,GYNOCONAZOL 0.4%VAGINAL CREAM 30 GM,جينوكونازول 0.4 % كريم مهبلي 30 جم,23.5,gynoconazol 04%vaginal cream 30 gm,جينوكونازول 04 % cream مهبلي 30 g,جينوكونازول 0.4 % كريم مهبلي 30 جم GYNOCONAZOL 0.4%VAGINAL CREAM 30 GM,0.4%,CREAM
3689,ATORSTAT 10 MG 14 TAB,اتورستات 10 مجم 14 قرص,40.0,atorstat 10 mg 14 tablet,اتورستات 10 mg 14 tablet,اتورستات 10 مجم 14 قرص ATORSTAT 10 MG 14 TAB,10MG,
3797,APPLE LITE 30 TAB,ابل-لايت 30 قرص,21.0,apple lite 30 tablet,ابللايت 30 tablet,ابل-لايت 30 قرص APPLE LITE 30 TAB,,
4244,AMLODIPINE 10 MG 20 TAB,املوديبين 10 مجم 20 قرص,32.0,amlodipine 10 mg 20 tablet,املوديبين 10 mg 20 tablet,املوديبين 10 مجم 20 قرص AMLODIPINE 10 MG 20 TAB,10MG,
9,VILDAGLUSE PLUS 50/1000 MG 30 TAB,فيلداجلوز بلس 50 / 1000 مجم 30 قرص,147.0,vildagluse plus 501000 mg 30 tablet,فيلداجلوز بلس 50 1000 mg 30 tablet,فيلداجلوز بلس 50 / 1000 مجم 30 قرص VILDAGLUSE PLUS 50/1000 MG 30 TAB,1000MG,
14,ZURCAL 40 MG 14 TAB,زوركال 40 مجم 14 قرص,66.0,zurcal 40 mg 14 tablet,زوركال 40 mg 14 tablet,زوركال 40 مجم 14 قرص ZURCAL 40 MG 14 TAB,40MG,
4305,RHINEX ADULT 0.1% NASAL DROPS 10 ML,رينكس 0.1% نقط أنف للكبار 10 مل,18.0,rhinex adult 01% nasal drops 10 ml,رينكس 01% نقط أنف للكبار 10 ml,رينكس 0.1% نقط أنف للكبار 10 مل RHINEX ADULT 0.1% NASAL DROPS 10 ML,0.1%,DROPS
4398,DIGENORM SYRUP 100 ML,دايجينورم شراب 120 مل,39.0,digenorm syrup 100 ml,دايجينورم syrup 120 ml,دايجينورم شراب 120 مل DIGENORM SYRUP 100 ML,100ML,SYRUP
45,NEUROVIT 30 TAB,نيوروفيت 30 قرص,102.0,neurovit 30 tablet,نيوروفيت 30 tablet,نيوروفيت 30 قرص NEUROVIT 30 TAB,,
52,DUPHASTON 10 MG 60 TAB,دوفاستون 10 مجم 60 قرص,386.0,duphaston 10 mg 60 tablet,دوفاستون 10 mg 60 tablet,دوفاستون 10 مجم 60 قرص DUPHASTON 10 MG 60 TAB,10MG,
60,RIVAROSPIRE 10 MG 20 TAB,ريفاروسبير 10 مجم 20 قرص,254.0,rivarospire 10 mg 20 tablet,ريفاروسبير 10 mg 20 tablet,ريفاروسبير 10 مجم 20 قرص RIVAROSPIRE 10 MG 20 TAB,10MG,
1003,VILDAFORMIN 50MG/1000 MG 30 TAB,فيلدافورمين 50 / 1000 مجم 30 قرص,138.0,vildaformin 50mg1000 mg 30 tablet,فيلدافورمين 50 1000 mg 30 tablet,فيلدافورمين 50 / 1000 مجم 30 قرص VILDAFORMIN 50MG/1000 MG 30 TAB,50MG,
4750,DOLCYL 1 MG 30 TAB,دولسيل 1 مجم 30 قرص,27.0,dolcyl 1 mg 30 tablet,دولسيل 1 mg 30 tablet,دولسيل 1 مجم 30 قرص DOLCYL 1 MG 30 TAB,1MG,
4881,C-VIT 10 GM/100 ML ORAL DROPS 15 ML,سى فيت نقط 15 مللى,19.5,cvit 10 gm100 ml oral drops 15 ml,سى فيت نقط 15 مللى,سى فيت نقط 15 مللى C-VIT 10 GM/100 ML ORAL DROPS 15 ML,10G,DROPS
84,OMEZ 20 MG 14 CAP,اوميز 20 مجم 14 كبسول,56.0,omez 20 mg 14 capsule,اوميز 20 mg 14 كبسول,اوميز 20 مجم 14 كبسول OMEZ 20 MG 14 CAP,20MG,
1017,NORMO-TEARS EYE DROPS 15 ML,نورمو تيرز قطرة عين 15 مل,17.5,normotears eye drops 15 ml,نورمو تيرز drops عين 15 ml,نورمو تيرز قطرة عين 15 مل NORMO-TEARS EYE DROPS 15 ML,15ML,DROPS
1019,FELDENE 20 MG/ML I.M 6 AMP.,فلدين 20 مجم / مل 6 امبول عضل,63.0,feldene 20 mg ml im 6 ampoule,فلدين 20 mg ml 6 ampoule عضل,فلدين 20 مجم / مل 6 امبول عضل FELDENE 20 MG/ML I.M 6 AMP.,20MG,
95,PRAVOTIN 100 MG 30 SACHETS,برافوتين 100 مجم 30 كيس,290.0,pravotin 100 mg 30 sachets,برافوتين 100 mg 30 كيس,برافوتين 100 مجم 30 كيس PRAVOTIN 100 MG 30 SACHETS,100MG,
1028,NORGESIC 20 TAB,نورجيسيك 20 قرص,26.0,norgesic 20 tablet,نورجيسيك 20 tablet,نورجيسيك 20 قرص NORGESIC 20 TAB,,
1031,TAMSULIN PLUS 6/0.4MG 20 MR TAB,تامسولين بلس 0.4/6 مجم 20 قرص ممتد المفعول,148.0,tamsulin plus 604mg 20 mr tablet,تامسولين بلس 046 mg 20 tablet ممتد المفعول,تامسولين بلس 0.4/6 مجم 20 قرص ممتد المفعول TAMSULIN PLUS 6/0.4MG 20 MR TAB,0.4MG,
1036,INDERAL 10 MG 50 TAB,إندرال 10 مجم 50 قرص,40.0,inderal 10 mg 50 tablet,إندرال 10 mg 50 tablet,إندرال 10 مجم 50 قرص INDERAL 10 MG 50 TAB,10MG,
117,BETOLVEX 1 MG/ML 2 AMP,بيتولفكس 1مجم/مل 2 امبول عضل,64.0,betolvex 1 mg ml 2 ampoule,بيتولفكس 1مجم ml 2 ampoule عضل,بيتولفكس 1مجم/مل 2 امبول عضل BETOLVEX 1 MG/ML 2 AMP,1MG,
1055,CRESTOLIP 10 MG 30 TAB,كريستوليب 10 مجم 30 قرص,108.0,crestolip 10 mg 30 tablet,كريستوليب 10 mg 30 tablet,كريستوليب 10 مجم 30 قرص CRESTOLIP 10 MG 30 TAB,10MG,
1067,DANTRELAX 25 MG 30 CAP,دانتريلاكس 25 مجم 30 كبسولة,147.0,dantrelax 25 mg 30 capsule,دانتريلاكس 25 mg 30 capsule,دانتريلاكس 25 مجم 30 كبسولة DANTRELAX 25 MG 30 CAP,25MG,
1072,LEVOHISTAM 5 MG 30 TAB,ليفوهيستام 5 مجم 30 قرص,117.0,levohistam 5 mg 30 tablet,ليفوهيستام 5 mg 30 tablet,ليفوهيستام 5 مجم 30 قرص LEVOHISTAM 5 MG 30 TAB,5MG,
1073,PRIMPERAN 10 MG/2 ML 12 AMP.,بريمبران 10 مجم / 2 مل 12 امبول,60.0,primperan 10 mg 2 ml 12 ampoule,بريمبران 10 mg 2 ml 12 ampoule,بريمبران 10 مجم / 2 مل 12 امبول PRIMPERAN 10 MG/2 ML 12 AMP.,10MG,
144,OMEZ 40 MG 20 CAP,اوميز 40 مجم 20 كبسولة,130.0,omez 40 mg 20 capsule,اوميز 40 mg 20 capsule,اوميز 40 مجم 20 كبسولة OMEZ 40 MG 20 CAP,40MG,
1079,DAPOXTARD 60 MG 3 TAB,دابوكستارد 60 مجم 3 قرص,39.0,dapoxtard 60 mg 3 tablet,دابوكستارد 60 mg 3 tablet,دابوكستارد 60 مجم 3 قرص DAPOXTARD 60 MG 3 TAB,60MG,
152,KETOLAC 30 MG/2 ML 5 AMP.,كيتولاك 30 مجم / 2 مل 5 امبول,60.0,ketolac 30 mg 2 ml 5 ampoule,كيتولاك 30 mg 2 ml 5 ampoule,كيتولاك 30 مجم / 2 مل 5 امبول KETOLAC 30 MG/2 ML 5 AMP.,30MG,
1091,DUSPATALIN RETARD 200 MG 30 CAP,دوسباتالين ريتارد 200 مجم 30 كبسول,138.0,duspatalin retard 200 mg 30 capsule,دوسباتالين ريتارد 200 mg 30 كبسول,دوسباتالين ريتارد 200 مجم 30 كبسول DUSPATALIN RETARD 200 MG 30 CAP,200MG,
1092,VOMIBREAK 10 MG 30 TAB,فوميبريك 10/10 مجم 30 قرص ممتد المفعول,66.0,vomibreak 10 mg 30 tablet,فوميبريك 1010 mg 30 tablet ممتد المفعول,فوميبريك 10/10 مجم 30 قرص ممتد المفعول VOMIBREAK 10 MG 30 TAB,10MG,
175,COLONA 30 TAB,كولونا 30 قرص,69.0,colona 30 tablet,كولونا 30 tablet,كولونا 30 قرص COLONA 30 TAB,,
176,CELEBREX 200 MG 15 CAP,سليبريكس 200 مجم 15 كبسولة,153.0,celebrex 200 mg 15 capsule,سليبريكس 200 mg 15 capsule,سليبريكس 200 مجم 15 كبسولة CELEBREX 200 MG 15 CAP,200MG,
179,SILDAVA 100 MG 12 TAB,سيلدافا 100 مجم 12 قرص,91.5,sildava 100 mg 12 tablet,سيلدافا 100 mg 12 tablet,سيلدافا 100 مجم 12 قرص SILDAVA 100 MG 12 TAB,100MG,
193,TELFAST 180 MG 20 TAB,تلفاست 180 مجم 20 قرص,105.0,telfast 180 mg 20 tablet,تلفاست 180 mg 20 tablet,تلفاست 180 مجم 20 قرص TELFAST 180 MG 20 TAB,180MG,
1134,TEARS GUARD 0.3% EYE DROPS 15 ML,تيرز جارد 0.3% قطرة عين 15 مل,30.0,tears guard 03% eye drops 15 ml,تيرز جارد 03% drops عين 15 ml,تيرز جارد 0.3% قطرة عين 15 مل TEARS GUARD 0.3% EYE DROPS 15 ML,0.3%,DROPS
206,ERASTAPEX TRIO 10/40/25 MG 30 TAB,ايراستابكس تريو 10/40/25 مجم 30 قرص,123.0,erastapex trio 104025 mg 30 tablet,ايراستابكس تريو 104025 mg 30 tablet,ايراستابكس تريو 10/40/25 مجم 30 قرص ERASTAPEX TRIO 10/40/25 MG 30 TAB,25MG,
